level_1_href	level_2	item_name	value
https://www.perekrestok.ru/cat/c/1038/pivo	Крафт	Пивной напиток Konix Belgian Dubbel пастеризованный, 500мл	124.99
https://www.perekrestok.ru/cat/c/1038/pivo	Крафт	Пивной напиток Konix Belgian Blonde Ale пастеризованный 6.1%, 500мл	124.99
https://www.perekrestok.ru/cat/c/1038/pivo	Крафт	Пиво Troll Brew IPA светлое нефильтрованное 7.8%, 330мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Крафт	Пиво Афанасий Крафтовое светлое 4.5%, 750мл	199.99
https://www.perekrestok.ru/cat/c/1038/pivo	Крафт	Пиво Bowler Ipa 6.1%, 500мл	179.99
https://www.perekrestok.ru/cat/c/1038/pivo	Крафт	Пиво Joy Party APA светлое пастеризованное 4.5%, 500мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Крафт	Пиво Joy Party IPA светлое пастеризованное 4%, 500мл	109.99
https://www.perekrestok.ru/cat/c/1038/pivo	Стаут, портер	Напиток пивной Волковская Пивоварня Chocolate Stout тёмный нефильтрованный 6,5%, 450мл	79.99
https://www.perekrestok.ru/cat/c/1038/pivo	Стаут, портер	Пивной напиток Ice Cream Porter Plombeer нефильтрованный осветленный пастеризованный 7%, 450мл	149.99
https://www.perekrestok.ru/cat/c/1038/pivo	Стаут, портер	Пивной напиток Ice Cream Porter Chocolate нефильтрованный осветленный пастеризованный 7%, 450мл	149.99
https://www.perekrestok.ru/cat/c/1038/pivo	Стаут, портер	Напиток пивной Gorkovskaya Brewery Hazelnut Porter Imagine The Future нефильтрованный 7%, 440мл	169.99
https://www.perekrestok.ru/cat/c/1038/pivo	Стаут, портер	Напиток пивной Young's Шоколадный Стаут 7%, 440мл	89.99
https://www.perekrestok.ru/cat/c/1038/pivo	Крик, ламбик	Напиток пивной Joy Party крик со вкусом вишни 4.5%, 450мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули 1968 светлое фильтрованное 4.5%, 430мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Патронус Хевейссбир Хелл светлое нефильтрованное	84.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Amstel Фрэш светлое фильтрованное 4.2%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво D`atour Рояль Блонд светлое фильтрованное 6.2%, 500мл	134.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Ячменное Фирменное светлое фильтрованное 4%, 500мл	109.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули Барное светлое 4.9%, 450мл	53.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Охота крепкое светлое фильтрованное 8.1%, 430мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Spaten Мюнхен светлое пастеризованное 5.2%, 450мл	114.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bud светлое 5%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигулёвское светлое 4.6%, 1.5л	124.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Балтика №7 Экспортное светлое 5.4%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Старый Мельник из бочонка Мягкое светлое 4.3%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Хамовники Чешское светлое 3.7%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Krusovice светлое пастеризованное 4.2%, 430мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Stiegl Голдбрау светлое 5%, 500мл	149.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Paulaner Munchner Hell светлое 4.9%, 500мл	239.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Золотая Бочка светлое 4.7%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Чешское Домашнее светлое 3.2%, 1л	139.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Макарий марочное светлое фильтрованное пастеризованное, 500мл	79.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Хамовники Венское светлое 4.5%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули Барное экспорт светлое фильтрованное 4.8%, 1.3л	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bud светлое пастеризованное 5%, 440мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Дон Живое светлое 4%, 1л	109.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Хамовники Мюнхенское светлое фильтрованное 5.5%, 450мл	79.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Gosser светлое пастеризованное 4.7%, 430мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Prazacka Чешское классическое светлое 4%, 500мл	149.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво светлое Горьковская пивоварня Top Of The Mountans нефильтрованное осветлённое, 440мл	184.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bakalar светлое фильтрованное пастеризованное 5.2%, 330мл	139.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Пивоваренный Завод Лысковский светлое фильтрованное 4.3%, 500мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Scotty West Lager светлое фильтрованное пастеризованное, 568мл	105.00
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Tuborg Green Грин светлое 4.6%, 480мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Варница Фирменное светлое 4.7%, 500мл	87.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Pilsner Urquell светлое 4.4%, 500мл	179.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Lauterbacher Натур Вайцен пшеничное светлое нефильтрованное непастеризованное неосветлённое 5.3%, 500мл	169.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Афанасий Ремесленное светлое нефильтрованное 4.5%, 1л	279.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Staroceske Tradicni светлое фильтрованное 4.7%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Волковская Пивоварня Фермерский ель светлое нефильтрованное пастеризованное, 450мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво светлое Туборг Айс Драфт пастеризованное, 480мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Grotwerg Bayerisch Hell светлое фильтрованное 4.7%, 500мл	114.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Gorkovskaya Brewery Американский Амбер Лагер светлое 5.2%, 440мл	89.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Kaiser Пилс светлое фильтрованное 5%, 500мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Tuborg Green Грин светлое 4.6%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Oettinger Weiss светлое нефильтрованное 4.9%, 450мл	83.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Kaiserdom Пилсенер светлое фильтрованное 4.7%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Schlitz Премиум Хеллес светлое пастеризованное 5%, 430 мл	56.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Dutch Windmill светлое фильтрованное 4.6%, 500мл	109.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Cernovar Классическое светлое 4.9%, 500мл	154.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Eboshi светлое фильтрованное жестяная банка 4.8%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Grotwerg Вайссбир пшеничное светлое нефильтрованное 4.9%, 500мл	114.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Amstel Премиум Пилснер светлое фильтрованное 4.8%, 430мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули Барное светлое фильтрованное 4.9%, 450мл	53.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Kronenbourg 1664 светлое 4.5%, 460мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Хамовники Пильзенское светлое 4.8%, 450мл	63.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Приятель Янтарное разливное светлое фильтрованное 5%, 1.3л	145.00
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Zlata Praha светлое фильтрованное 4.7%, 500мл	139.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bavaria Premium светлое фильтрованное 4.9%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Лысковский Сборник Уездное светлое фильтрованное 5.3%, 500мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Афанасий светлое нефильтрованное 4.1%, 1л	144.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пивной напиток Konix Belgian Blonde Ale пастеризованный 6.1%, 500мл	124.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули 1968 светлое пастеризованное фильтрованное, 430мл	57.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Turmherren Lager светлое фильтрованное 4.9%, 500мл	119.00
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Кружечка Чешского светлое фильтрованное 4.3%, 430мл	54.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигулевское Особое светлое 4%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Cernovar классическое светлое фильтрованное 4.9%, 500мл	179.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Velkopopovicky Kozel светлое 4%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Blanche De Bruxelles светлое нефильтрованное 4.5%, 500мл	229.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Paulaner Hefe-Weissbier светлое нефильтрованное 5.5%, 500мл	199.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Lauterbacher Натур Хелл светлое нефильтрованное непастеризованное неосветлённое 4%, 500мл	169.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Чешский рецепт разливное светлое фильтрованное 4.7%, 1.3л	139.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Troll Brew IPA светлое нефильтрованное 7.8%, 330мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Troll Brew Red Ale светлое фильтрованное, 330мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Лидское Коронет Лагер светлое фильтрованное пастеризованное 4.6%, 568мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Gorkovskaya Brewery Американский пэйл эль светлое нефильтрованное 5.5%, 440мл	89.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Krusovice Светле светлое 4.2%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Афанасий Крафтовое светлое 4.5%, 750мл	199.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Томское Пиво Фирменное светлое фильтрованное 4%, 500мл	81.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Faxe Премиум светлое 4.9%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bear Beer Стронг лагер светлое 8.3%, 450мл	63.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Волковская Пивоварня Светлячок светлое нефильтрованное 5%, 450мл	79.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Афанасий Домашнее светлое фильтрованное 4.5%, 1л	144.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Heineken Окомэ светлое 4.3%, 430мл	67.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Напиток пивной Teqichela фильтрованный пастеризованный, 330мл	89.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Апостел Вайсбир светлое нефильтрованное 5.3%, 24х500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Балтика №3 Классическое светлое 4.8%, 450мл	55.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Hofbrau Оригинальное светлое 5.1%, 500мл	229.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Claro светлое фильтрованное пастеризованное 4,6%, 330мл	124.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Krusovice Svetle светлое пастеризованное, 330мл	49.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Franziskaner Премиум Хефе-Вайсбир пшеничное светлое пастеризованное осветлённое нефильтрованное 5%, 450мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Scotty West Weat пшеничное светлое нефильтрованное пастеризованное, 568мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Кружечка Чешского светлое фильтрованное, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Wolpertinger Пилс светлое 4.7%, 500мл	134.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули Барное Пшеничное светлое нефильтрованное 4.9% жестяная банка, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Peterhof Живое светлое нефильтрованное 4.6%, 1л	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Балтика №9 Крепкое светлое 8%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Praga Premium Pils светлое фильтрованное 4.7%, 500мл	124.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Velkopopovicky Kozel Премиум лагер светлое 4.6%, 500мл	179.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Stella Artois светлое 5%, 450мл	95.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Волковская Пивоварня Бланш де мазай светлое нефильтрованное 5.9%, 450мл	79.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Wolpertinger Naturtrubes Hefeweissbier светлое нефильтрованное пастеризованное 5.5%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво светлое Штайнброй Хеллес фильтрованное пастеризованное, 500мл	169.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Wolpertinger светлое фильтрованное пастеризованное 4.9%, 5л	2 099.00
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Австрийский рецепт белое разливное светлое фильтрованное 4.2%, 1.3л	145.00
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Tiger светлое фильтрованное 5.0%, 330мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bowler Ipa 6.1%, 500мл	179.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Hofbrau Мюнхнер Вайс светлое пастеризованное нефильтрованное неосветлённое 5.1%, 500мл	259.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Joy Party APA светлое пастеризованное 4.5%, 500мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Макарий живое светлое двухступенчатой фильтрации непастеризованное, 500мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Хамовники Пшеничное светлое нефильтрованное 4.8%, 450мл	71.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Grossmeister Витбир светлое нефильтрованное 4.7%, 500мл	149.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Gorkovskaya Brewery Индийский пэйл эль светлое нефильтрованное 5.9%, 440мл	89.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Velkopopovicky Kozel резаное светлое 4.7% жестяная банка, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Волковская Пивоварня ИПА светлое нефильтрованное 5.9%, 450мл	79.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Eboshi светлое фильтрованное пастеризованное 4.8%, 330мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Garneli фильтрованное пастеризованное жестяная банка 4.7%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жатецкий Гусь Экстра Хмель светлое пастеризованное жестяная банка, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Schlitz Weizen пшеничное светлое пастеризованное нефильтрованное осветленное, 430мл	56.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Thron Weizen светлое нефильтрованное 4.7%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Liebenweiss Hefe-Weissbier пшеничное нефильтрованное пастеризованное светлое 5,1% ,500мл	189.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво светлое Балтика Авторское решение золотой лагер пастеризованное, 450мл	55.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво светлое Хольстен Пильзнер пастеризованное, 450мл	63.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Хамовники Пильзенское светлое фильтрованное пастеризованное, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Хамовники Венское светлое фильтрованное пастеризованное, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Кульмбахер Эдельхерб Премиум Пилс светлое фильтрованное пастеризованное, 500мл	169.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Krusovice Ройал Пэйл Лагер Империал светлое 5%, 500мл	199.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Kloud Драфт светлое 4.5%, 500мл	109.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Горьковская Пивоварня Саммербой Келлер Лагер светлое нефильтрованное, 440мл	149.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво New Yorker Лагер светлое фильтрованное, 500мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bali Hai Draft Beer светлое пастеризованное фильтрованное 4.9%, 500мл	179.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Staroceske Tradicni светлое 4.7%, 500мл	154.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Ebertsburg Hefeweizen светлое пшеничное нефильтрованное, 24х500мл	139.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Weiss Rossl Пилс светлое фильтрованное 4.9%, 500мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Горьковские Двойной Индийский Пэйл Эль светлое нефильтрованное 5.9%, 440мл	184.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Spaten Мюнхен светлое пастеризованное 5.2%, 450мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Kaiserdom Хефе Вайсбир светлое нефильтрованное 4.7%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Lowenbrau Нефильтрованное светлое нефильтрованное пастеризованное 4.9%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Немецкое светлое фильтрованное пастеризованное 4.2%, 500мл	87.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Patronus Helles светлое фильтрованное 5%, 500мл	84.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Балтика №7 Экспортное светлое 5.4%, 4х450мл	239.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Throne Lager светлое 4.9%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Eboshi Happoshu светлое фильтрованное 4.6%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Мотор Крепкое светлое фильтрованное 8%, 430мл	67.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Troll Brew Pale Ale светлое нефильтрованное, 330мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Кружечка Чешского светлое фильтрованное, 1.25л	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Напиток пивной St. Pierre Blonde Сан Пьерр Блонд светлый фильтрованный 6.5%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Löwenbräu Bockbier крепкое светлое пастеризованное 8%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Flensburger Pilsener светлое 4.8%, 0,5л.	269.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Flensburger Gold светлое 4.8%, 500мл	269.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Joy Party IPA светлое пастеризованное 4%, 500мл	109.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Bavaria Premium светлое фильтрованное, 450мл	89.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Три Хмеля Свежее светлое 5.2%, 900мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигулёвское оригинальное светлое 4.7%, 900мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Velkopopovicky Kozel светлое 4%, 4x450мл	279.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Халзан светлое фильтрованное 4.5%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Халзан светлое фильтрованное 4.5%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Балтика Пшеничное светлое нефильтрованное 5%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Liebenbrau Helles светлое фильтрованное 5.1%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Kaiser Weisse пшеничное светлое нефильтрованное 5.2%, 500мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Лысковский Сборник Мюнхенское светлое нефильтрованное 4.7%, 500мл	89.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Балтика №7 Мягкое светлое 4.7%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Zatecky Gus светлое 4.6%, 4х450мл	249.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Zatecky Gus светлое 4.6%, 1.35л	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Zatecky Gus светлое 4.6%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Reeper B светлое нефильтрованное пшеничное 5.4%, 500мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Reeper B Экзотишес ИПА светлое 5%, 500мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигулевское Фирменное светлое 4%, 500мл	119.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Liebenweiss Хефе-Вайсбир пшеничное светлое нефильтрованное 5.1%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули Барное Пшеничное светлое нефильтрованное 4.9%, 450мл	57.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Otto Von Schrodder пшеничное светлое нефильтрованное 5%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Otto Von Schrodder Premium Lager светлое фильтрованное 4.9%, 500мл	129.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Grossmeister светлое фильтрованное 4.8%, 500мл	139.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Gambrinus Ориджинал светлое фильтрованное 4.3%, 500мл	169.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Трое В Лодке светлое фильтрованное 4.9%, 500мл	93.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Kloster-Brau Weizenbier пшеничное светлое нефильтрованное 4%, 1л	174.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Flensburger Пилснер светлое 4.8%, 500мл	169.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Velkopopovicky Kozel светлое 4%, 450мл	69.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Heineken светлое 5%, 330мл	189.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Чешское Домашнее светлое 3.2%, 500мл	99.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Erdinger Вайссбир светлое 5.3%, 500мл	189.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Engel Хефевайцен хель светлое 5.2%, 500мл	269.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Engel Голд светлое 5.4%, 500мл	269.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Heineken светлое 5%, 500мл	229.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули Барное экспортное светлое 4.8%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Макарий Живое светлое 4%, 1л	149.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Старый Мельник Из бочонка мягкое светлое 4.3%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Hollandia светлое 4.8%, 450мл	63.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Hollandia светлое 4.8%, 450мл	63.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Löwenbräu Оригинальное светлое 5.4%, 450мл	75.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Варница светлое нефильтрованное 4.7%, 500мл	87.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Жигули Барное экспортное светлое 4.8%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Amstel Премиум пилсенер светлое 4.8%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Warsteiner Премиум светлое фильтрованное 4.8%, 500мл	199.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Золотая Бочка Классическое светлое 5.2%, 450мл	59.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Efes Pilsener светлое 5%, 450мл	65.99
https://www.perekrestok.ru/cat/c/1038/pivo	Светлое	Пиво Efes Pilsener светлое 5%, 450мл	65.99
