lvl2_href	item_name	value
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол для Samsung A52 / Чехол на Самсунг А52, прозрачный, ONZO
4.5
19
и 19 отзывов"	95
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол накладка G-Case Carbon для Xiaomi Redmi 9A, красная
5.0
2
и 2 отзыва"	117
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол накладка G-Case Slim Premium для Samsung Galaxy A8+ (2018) SM-A730F/DS черная
4.7
19
и 19 отзывов"	132
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Чехол Gel Plus Case для Apple iPhone 5/5S/SE, розовый, Deppa 85225	99
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол G-Case Carbon для Samsung Galaxy A32 4(G) SM-A325F, синий
5.0
13
и 13 отзывов"	136
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Силиконовый чехол для Huawei Honor 9C / P40 Lite E, синий	169
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол накладка G-Case Carbon для Xiaomi Redmi Note 9S / Note 9 Pro / Note 9 Pro Max, черная
4.8
43
и 43 отзыва"	192
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол для смартфона Red Line для Apple iPhone iPhone 12 mini MagSafe, прозрачный
5.0
3
и 3 отзыва"	347
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол книжка для Apple iPhone 12 mini, G-Case Slim Premium, черный
5.0
2
и 2 отзыва"	312
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Чехол Gel Case для Apple iPhone 11 Pro, прозрачный, PET синий, Deppa, Deppa 87347	149
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол накладка для Samsung Galaxy A20s SM-A207, G-Case Carbon, черная
5.0
2
и 2 отзыва"	220
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол G-Case Carbon для Samsung Galaxy A52 SM-A525F, красный
4.7
25
и 25 отзывов"	184
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол книжка G-Case Slim Premium для Samsung Galaxy A52 SM-A525F, черный
4.2
20
и 20 отзывов"	344
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол на Xiaomi Redmi Note 8
4.7
6
и 6 отзывов"	149
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол книжка для Samsung Galaxy S21, G-Case Slim Premium, черный
4.8
5
и 5 отзывов"	341
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол на Samsung Galaxy Note 8
4.2
5
и 5 отзывов"	199
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол на Xiaomi Redmi 7, черный
4.8
12
и 12 отзывов"	149
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Накладка G-Case Silicone (с микрофиброй внутри) для Xiaomi Redmi Note 10 / 10S / Poco M5s, черная
4.5
19
и 19 отзывов"	295
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол на iPhone 7/8, черный
4.2
13
и 13 отзывов"	199
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол на Honor 8C
5.0
2
и 2 отзыва"	149
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Чехол на Xiaomi Redmi K30	149
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол накладка G-Case Carbon для Samsung Galaxy A30 SM-A305F/ A20 SM-A205F, красная
4.8
22
и 22 отзыва"	184
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол матовый для Xiaomi Poco X3, черный
5.0
12
и 12 отзывов"	199
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"ROSCO/ Силиконовый чехол для Xiaomi Redmi Note 9 Pro, Note 9S, Note 9 Pro Max (Сяоми Редми Ноут 9 Про, Ноут 9С, Ноут 9 Про Макс), чёрный
4.6
9
и 9 отзывов"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Дизайнерский силиконовый чехол для Xiaomi RedMi Note 10 Pro Пляж
5.0
3
и 3 отзыва"	300
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ring Противоударный с кольцом подставкой чехол для Realme C21 / Реалми с21
4.7
31
и 31 отзыв"	321
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол матовый для Xiaomi Redmi Note 4X, черный
3.8
12
и 12 отзывов"	199
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Противоударный силиконовый чехол Armor для телефона Apple iPhone 11 / Чехол для смартфона Эпл Айфон 11 (Прозрачный)
4.8
274
и 274 отзыва"	179
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол матовый для Xiaomi Redmi 6A, черный
5.0
4
и 4 отзыва"	250
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый защитный чехол для телефона Samsung Galaxy A10 / Матовый противоударный чехол на смартфон Самсунг Галакси А10 / Черный
5.0
6
и 6 отзывов"	189
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Противоударный чехол для Samsung Galaxy A12, M12, A12 NACHO (Самсунг Галакси А12, M12) накладка с усиленными углами, прозрачный, силиконовый ROSCO
5.0
7
и 7 отзывов"	319
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый чехол ""Волк выходит из ночи"" на Apple iPhone 6 Plus/6S Plus / Айфон 6 Плюс/Айфон 6С Плюс
1.0
1
и 1 отзыв"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Противоударный чехол для Realme C11 2020 (Рилми Ц11 2020 года) с бортиком (защита) вокруг модуля камер, силиконовый, гибкий прозрачный ROSCO
4.4
9
и 9 отзывов"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Защитный чехол для Apple iPhone 11 Прозрачный защитный силиконовый чехол на айфон 11
4.7
166
и 166 отзывов"	129
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ring Противоударный чехол с кольцом для Honor 9X Lite черный
4.2
14
и 14 отзывов"	334
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол - накладка Soft Touch для Samsung Galaxy S21 черный
4.7
13
и 13 отзывов"	222
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый защитный чехол Armor для телефона Apple iPhone XR / Противоударный чехол Армор на смартфон Эпл Айфон ХР с защитой углов / Прозрачный
4.7
9
и 9 отзывов"	169
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ультратонкий силиконовый чехол для телефона Samsung Galaxy A32 4G / Самсунг Галакси А32 4 Джи с дополнительной защитой камеры (Прозрачный)
4.7
181
и 181 отзыв"	169
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Дизайнерский силиконовый с усиленными углами чехол для Редми 9А / Xiaomi RedMi 9A Коты
4.5
35
и 35 отзывов"	320
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый защитный чехол для телефона Apple iPhone 7, 8, SE / Тонкий противоударный чехол на смартфон Эпл Айфон 7,8, СЕ / Прозрачный
4.8
56
и 56 отзывов"	159
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол Book Cover для Xiaomi Redmi Note 8 pro, черный, Deppa 87367
2.3
3
и 3 отзыва"	268
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Защитный чехол-книжка с застежкойнамагнитах на Samsung Galaxy M32 /Самсунг Гэлэкси M32/ Искуcственная кожа/ черный	548
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Дизайнерский силиконовый чехол для Realme C11 Темная клубничка	300
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Carbon Силиконовый чехол для Xiaomi Redmi 9 / Редми 9 черный
5.0
9
и 9 отзывов"	250
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ультратонкий силиконовый чехол для телефона Apple iPhone 11 / Эпл Айфон 11 с дополнительной защитой камеры (Прозрачный)
4.8
110
и 110 отзывов"	149
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол накладка для Huawei Y5 (2019) / Honor 8s G-Case Carbon, черная
5.0
1
и 1 отзыв"	249
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Спортивный чехол на руку Ahha Fitness Armband Tyler 133A, черно-серый	347
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"RE: PA Чехол - накладка ArtColor для realme 6 с принтом ""Дали"""	318
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Дизайнерский силиконовый чехол для Редми 9 / Xiaomi RedMi 9
3.7
6
и 6 отзывов"	300
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ring Противоударный чехол с кольцом для Honor 9X Lite черный
4.2
14
и 14 отзывов"	334
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Wallet чехол книжка для Xiaomi Redmi 9C фиолетовый
4.5
6
и 6 отзывов"	445
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ring Противоударный чехол с кольцом для Vivo Y31 / Y51 черный
4.4
19
и 19 отзывов"	334
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"ROSCO/ Чехол -накладка на Xiaomi Redmi Note 10 Pro (Сяоми Редми Ноут 10 Про, Ксиаоми Редми Нот 10 Про). Защита камер, тонкая, матовое покрытие, черная
4.8
132
и 132 отзыва"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый защитный чехол для телефона Apple iPhone 7, 8, SE / Тонкий противоударный чехол на смартфон Эпл Айфон 7,8, СЕ / Прозрачный
4.8
56
и 56 отзывов"	159
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Защитный чехол для Samsung Galaxy S21 / бампер / на Самсунг Гелакси С21 Прозрачный
5.0
4
и 4 отзыва"	198
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол книжка для Xiaomi Redmi 9c / + Защитное стекло 9D / комплект / для Ксиаоми редми 9с / черный
4.6
310
и 310 отзывов"	309
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол-книжка MyPads Una Fitto для Xiaomi Redmi Note 8 Pro из водоотталкивающей импортной эко-кожи черный с красной полосой
5.0
4
и 4 отзыва"	834
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол - накладка Silky Touch для Samsung Galaxy S20 FE сиреневый
3.7
6
и 6 отзывов"	332
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол-книжка MyPads для Samsung Galaxy A10 SM-A105F (2019) с дизайном Clear View Cover с полупрозрачной пластиковой крышкой с зеркальной поверхно.
4.8
4
и 4 отзыва"	694
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Revolve Силиконовый чехол с кольцом для Xiaomi Redmi Note 10 Pro Черный / бампер на Ксяоми редми нот 10 про
4.6
9
и 9 отзывов"	390
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	RE: PA Чехол Soft Sense для Samsung Galaxy A7 (2018) темно-синий	238
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"UBear FRAME TONE Case for iPhone X/ Xs transparent
4.3
45
и 45 отзывов"	449
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол для Oppo A52/A72/A92, силиконовая накладка, черный
5.0
2
и 2 отзыва"	261
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Защитный чехол для Apple iPhone 11 Pro силиконовый цветной ""Marble LUXE"" Белый мрамор
4.0
1
и 1 отзыв"	89
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол противоударный Mobix для Xiaomi Redmi 9C / Poco C3 ( Редми 9С ) с кольцом и с функцией подставки
4.6
28
и 28 отзывов"	490
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол на Samsung Galaxy M21, книжка, Brozo, черный
4.8
4
и 4 отзыва"	449
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Чехол книжка для Huawei P40 черный	287
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Nillkin CamShield Пластиковый чехол с защитой камеры для Xiaomi Redmi Note 10 Pro (Max)
4.9
7
и 7 отзывов"	1 350
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Акссесуары для бассейнов. Чехол влагостойкий для хранения документов, с герметичной застёжкой, 22х20см
4.3
6
и 6 отзывов"	382
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"RE: PA Чехол - накладка Soft Sense для Xiaomi Mi 9T / Mi 9T Pro / K20 / K20 Pro черный
4.4
48
и 48 отзывов"	238
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	Чехол универсальный для телефонов 3,5-4,2 дюйма, фиолетовый	155
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"IRON Противоударный с подставкой чехол для Honor 9X Lite Черный
4.0
4
и 4 отзыва"	390
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол книжка черный для Samsung Galaxy M21 / M30S с магнитным замком , подставкой и отделением для карт / самсунг м21
4.6
21
и 21 отзыв"	415
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол-накладка для Samsung N770 Note 10 Lite SILICONE CASE NL ярко-розовый (12)
5.0
1
и 1 отзыв"	315
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Накл. силикон прозрачный Re: Case ""Crystal Blackmoon"" APL 11pro
5.0
1
и 1 отзыв"	89
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Бампер защитный Soft Bumper для Apple iPhone 12 Pro/12, синий, Deppa 870053
5.0
2
и 2 отзыва"	426
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол-книжка с магнитом для Samsung A8 (2018) (черный)
3.6
9
и 9 отзывов"	311
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ультратонкий силиконовый чехол-накладка для Xiaomi Mi Note 10 Lite с принтом ""Графитовые грани""
5.0
1
и 1 отзыв"	255
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовая накладка карбон для Samsung S20FE черный
5.0
5
и 5 отзывов"	339
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Защищенный чехол с металлической пластиной для магнитного держателя и кольцом для Xiaomi Redmi 12C/Poco C55 DF xiArmor-01 (dark blue)
4.3
3
и 3 отзыва"	495
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол противоударный Mobix для Xiaomi Redmi Note 10 / Note 10S ( Редми Нот 10 / Нот 10с ) с кольцом и с функцией подставки
4.5
52
и 52 отзыва"	490
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Nillkin CamShield Пластиковый чехол с защитой камеры для Xiaomi Redmi Note 10 / 10S / Poco M5s
5.0
8
и 8 отзывов"	1 350
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Yoho Чехол накладка бампер для iPhone 11 Pro Max, черный-желтый, противоударный, матовый
4.4
30
и 30 отзывов"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый чехол ""Первый на Луне"" на Xiaomi Redmi Note 10 Pro / Сяоми Редми Нот 10 Pro
5.0
1
и 1 отзыв"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый чехол ""Кот рисунок черно-белый"" на Xiaomi Redmi Note 8 Pro / Сяоми Редми Нот 8 Про
3.9
8
и 8 отзывов"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол Baseus Wing Case для iPhone 11 Pro Max, серый
5.0
1
и 1 отзыв"	490
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Nillkin CamShield Пластиковый чехол с защитой камеры для Xiaomi Redmi Note 10 Pro (Max)
4.7
16
и 16 отзывов"	1 350
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол книжка для Xiaomi Mi Poco F3 / Mi11i / Redmi K40 / K40 Pro Dux Ducis, синий
5.0
3
и 3 отзыва"	629
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол для Samsung S21 Plus / Чехол на Самсунг S21 Плюс, нюд, матовый, ONZO
4.2
11
и 11 отзывов"	75
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол книжка для Xiaomi Mi 9 Lite / A3 Lite / CC9 черный
4.6
5
и 5 отзывов"	287
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Защитный чехол для Apple iPhone 12 / 12 Pro силикон пластик blue
4.5
24
и 24 отзыва"	248
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Силиконовый чехол ""Роза в краске"" на Xiaomi Redmi Note 8T / Сяоми Редми Нот 8Т
5.0
2
и 2 отзыва"	299
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ring Противоударный чехол с кольцом для Xiaomi Redmi 7A / Редми 7А черный
4.6
5
и 5 отзывов"	334
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Ультратонкая защитная накладка Soft Touch для Samsung Galaxy Note 10 с принтом ""Magic Squares"" черная"	343
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Чехол-книжка President Wallet из экокожи для Samsung Galaxy S21 Ultra черный
5.0
3
и 3 отзыва"	790
https://market.yandex.ru/catalog--chekhly-dlia-mobilnykh-telefonov/26893930/list?hid=91498	"Противоударный чехол-накладка для Apple iPhone 11 (Эпл Айфон 11) силиконовый с усиленными углами и бортиком (защита) модуля камер, ROSCO прозрачный
4.6
24
и 24 отзыва"	319
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол для фотоаппарата Galla черный
5.0
1
и 1 отзыв"	259
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Компактный чехол для камеры 12/96 (Серый)
4.7
59
и 59 отзывов"	190
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Органайзер для кабелей RIVACASE 7023 (PU) Digital Case coffee
5.0
2
и 2 отзыва"	190
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол-сумка для фотоаппарата Sony
5.0
1
и 1 отзыв"	1 590
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Футляр чехол органайзер контейнер	331
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Нашейный ремень JJC NS-Q2 черный
5.0
1
и 1 отзыв"	840
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол для экшн видео камер и аксессуаров
5.0
12
и 12 отзывов"	990
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Сумочка Toyota для машины	132
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол-сумка для фотоаппарата Canon
3.0
2
и 2 отзыва"	1 390
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Чехол-сумка для фотоаппарата Nikon	1 390
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Чехол для жесткого диска	384
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Новый ремень Зенит (СССР, 1990)
5.0
1
и 1 отзыв"	560
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Сумка для цифровой фотокамеры
4.4
15
и 15 отзывов"	990
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Сумка Hama Valletta 90 черный (00185071)
5.0
2
и 2 отзыва"	790
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Чехол для флешек, органайзер для хранения проводов флешек	550
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Органайзер для кабелей RIVACASE 7023 (PU) Digital Case yellow (newspaper)
5.0
1
и 1 отзыв"	190
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Защитный силиконовый чехол Mypads для фотоаппарата Fujifilm X-T30/ XT30 черный
5.0
1
и 1 отзыв"	880
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	COGHLAN'S 8415 Сумка водонепроницаемая, 13 х 18 см.	520
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Фейсчарт двусторонний Pro VG для визажистов - FC
5.0
1
и 1 отзыв"	276
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Ремень для фотоаппаратов
5.0
4
и 4 отзыва"	499
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Антистатические перчатки для фототехники JJC G-01 (Free Size)	399
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Чехол для наушников вкладышей Golla G-694 Isle Digi Bags 115*75*35 мм - розовый	259
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Сумка для портативного проектора Wanbo T4	1 490
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Водонепроницаемый чехол для телефона , документов, герметичная сумка /Черный.
5.0
1
и 1 отзыв"	250
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол для фотоаппарата Instax mini 7,8,9
5.0
2
и 2 отзыва"	790
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Чехол для карты с ушками	365
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Органайзер UGREEN LP128 для аксессуаров, 80x80x40 мм (40816) цвет черный
4.6
21
и 21 отзыв"	699
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол для фотоаппарата Instax mini 11
4.8
10
и 10 отзывов"	890
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол DICOM S3010 Black для путешествий
4.0
4
и 4 отзыва"	290
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	Кейс пластиковый для аккумуляторов 18650	350
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Чехол ThinkTank FPV Action Cam Pouch
5.0
1
и 1 отзыв"	735
https://market.yandex.ru/catalog--sumki-chekhly-dlia-foto-i-videotekhniki/26996550/list?cvredirect=3&track=srch_visual&hid=90616	"Фотосумка Kenko Tokina Aosta Avant SH04BK
5.0
3
и 3 отзыва"	1 100
